,longitude,latitude,housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_person,houses_per_person
449,-122.28,37.87,46.0,805.0,2.8676,212000.0,3,2.207453416149068,0.5354037267080746
451,-122.27,37.87,30.0,862.0,1.7778,268800.0,3,1.6995359628770301,0.49303944315545245
452,-122.27,37.88,37.0,1152.0,2.52,277800.0,3,2.2734375,0.5347222222222222
456,-122.25,37.87,41.0,266.0,5.2289,384600.0,3,2.575187969924812,0.462406015037594
457,-122.25,37.87,42.0,2184.0,2.5562,371400.0,3,0.8040293040293041,0.19322344322344323
462,-122.27,37.87,35.0,1675.0,1.7464,216700.0,3,1.9211940298507462,0.5970149253731343
463,-122.27,37.87,49.0,707.0,2.8846,211300.0,3,1.9094766619519095,0.49504950495049505
468,-122.29,37.87,44.0,1382.0,2.537,175000.0,3,1.8371924746743848,0.515918958031838
469,-122.29,37.87,46.0,792.0,2.525,165900.0,3,1.5997474747474747,0.4053030303030303
473,-122.29,37.86,50.0,1354.0,1.9483,150500.0,3,1.8353028064992614,0.4158050221565731
475,-122.28,37.86,49.0,1361.0,1.9798,147400.0,3,2.1542983100661277,0.446730345334313
477,-122.27,37.86,49.0,924.0,2.5417,182700.0,3,2.220779220779221,0.44805194805194803
480,-122.28,37.86,41.0,1213.0,2.2845,153100.0,3,1.8252267106347897,0.4682605111294312
485,-122.26,37.86,35.0,3276.0,1.6307,253600.0,3,1.5753968253968254,0.5317460317460317
498,-122.27,37.85,47.0,719.0,2.2431,172700.0,3,2.888734353268428,0.4534075104311544
499,-122.27,37.85,50.0,675.0,1.9028,150800.0,3,1.8948148148148147,0.37777777777777777
502,-122.27,37.85,47.0,843.0,1.3785,142300.0,3,1.631079478054567,0.37841043890865955
504,-122.28,37.85,44.0,506.0,1.73,147900.0,3,2.025691699604743,0.4031620553359684
505,-122.28,37.85,48.0,1054.0,2.2625,132900.0,3,1.9573055028462998,0.44212523719165087
506,-122.29,37.84,35.0,1017.0,2.2106,132500.0,3,1.8407079646017699,0.40707964601769914
508,-122.3,37.84,14.0,3100.0,4.0018,143800.0,3,2.3725806451612903,0.6616129032258065
534,-122.27,37.78,45.0,723.0,3.9444,212900.0,3,1.6168741355463347,0.39557399723374825
535,-122.27,37.78,13.0,959.0,5.2601,292700.0,3,2.1063607924921794,0.5067778936392076
536,-122.28,37.79,30.0,3668.0,2.5444,275000.0,3,1.1300436205016358,0.23309705561613958
537,-122.3,37.77,42.0,2037.0,2.6447,200000.0,3,1.0004909180166912,0.17427589592538045
538,-122.28,37.78,29.0,3741.0,2.5762,173400.0,3,1.3777064955894145,0.34028334669874366
539,-122.29,37.78,42.0,821.0,1.9427,102200.0,3,1.5115712545676006,0.3654080389768575
541,-122.28,37.77,27.0,1901.0,3.75,242800.0,3,2.102577590741715,0.5081536033666492
542,-122.29,37.76,18.0,1243.0,5.1702,265400.0,3,2.311343523732904,0.5333869670152857
543,-122.28,37.78,50.0,730.0,2.5139,219000.0,3,2.036986301369863,0.44794520547945205
555,-122.24,37.77,43.0,585.0,2.3882,162500.0,3,1.6324786324786325,0.4547008547008547
556,-122.25,37.77,43.0,2086.0,2.975,243400.0,3,2.0752636625119845,0.5047938638542665
562,-122.23,37.75,50.0,654.0,3.9632,240000.0,3,2.3577981651376145,0.40978593272171254
563,-122.24,37.75,45.0,384.0,4.9489,247100.0,3,2.3203125,0.3802083333333333
564,-122.24,37.75,27.0,1499.0,4.8711,286600.0,3,2.7024683122081385,0.5316877918612408
566,-122.24,37.76,49.0,1110.0,3.6719,229800.0,3,2.1873873873873872,0.44324324324324327
568,-122.24,37.73,21.0,2930.0,4.5213,228400.0,3,2.3996587030716725,0.42150170648464164
569,-122.25,37.74,25.0,897.0,4.4562,206200.0,3,2.1337792642140467,0.43478260869565216
570,-122.24,37.72,5.0,7427.0,7.611,350700.0,3,2.5089538171536288,0.3659620304295139
571,-122.27,37.73,31.0,2973.0,3.2689,231000.0,3,1.9458459468550287,0.441305079044736
573,-122.27,37.74,28.0,2974.0,3.6875,353900.0,3,2.323133826496301,0.4989912575655683
574,-122.27,37.77,23.0,2690.0,4.7695,291700.0,3,2.111152416356877,0.4278810408921933
575,-122.28,37.75,20.0,583.0,3.1972,100000.0,3,1.9828473413379073,0.5591766723842195
576,-122.06,37.77,12.0,5781.0,7.2634,341600.0,3,2.4763881681370004,0.3471717695900363
577,-122.06,37.73,5.0,1738.0,7.0568,412500.0,3,2.0690448791714613,0.2945914844649022
578,-122.06,37.71,36.0,1478.0,4.635,248600.0,3,2.3958051420838973,0.35791610284167796
579,-122.07,37.71,40.0,746.0,5.3015,254900.0,3,2.423592493297587,0.36193029490616624
580,-122.07,37.71,36.0,1235.0,4.9801,241500.0,3,2.331174089068826,0.3684210526315789
581,-122.07,37.72,26.0,1411.0,5.4834,295200.0,3,2.2707299787384834,0.34301913536498935
582,-122.08,37.72,31.0,1368.0,6.187,340400.0,3,2.8260233918128654,0.38084795321637427
583,-122.08,37.72,32.0,1048.0,5.6194,274700.0,3,2.3625954198473282,0.3501908396946565
584,-122.08,37.71,35.0,1004.0,5.4639,238600.0,3,2.202191235059761,0.36354581673306774
585,-122.09,37.71,35.0,1086.0,5.1498,266400.0,3,2.4521178637200736,0.3379373848987109
586,-122.1,37.72,30.0,922.0,5.8382,330200.0,3,2.8188720173535793,0.3796095444685466
587,-122.11,37.71,36.0,1950.0,4.65,206800.0,3,2.3430769230769233,0.42
588,-122.1,37.7,25.0,1413.0,4.3819,209200.0,3,2.1040339702760087,0.4210898796886058
589,-122.1,37.69,30.0,1444.0,3.7222,195800.0,3,2.157202216066482,0.39335180055401664
590,-122.09,37.71,31.0,749.0,5.2855,253500.0,3,2.4606141522029374,0.3591455273698264
591,-122.09,37.7,31.0,867.0,4.3375,241800.0,3,2.3679354094579006,0.37946943483275664
592,-122.1,37.71,27.0,2723.0,5.2131,252500.0,3,2.4752111641571797,0.3800954829232464
593,-122.09,37.7,30.0,731.0,6.005,263900.0,3,2.395348837209302,0.359781121751026
594,-122.08,37.71,38.0,781.0,5.0519,227000.0,3,2.1293213828425097,0.3854033290653009
595,-122.08,37.71,38.0,1784.0,4.8237,220900.0,3,2.0829596412556053,0.3654708520179372
596,-122.08,37.7,32.0,1156.0,5.2497,259300.0,3,2.35121107266436,0.3546712802768166
597,-122.07,37.7,39.0,645.0,4.125,232500.0,3,2.201550387596899,0.4294573643410853
598,-122.06,37.7,37.0,821.0,4.6005,231600.0,3,2.305724725943971,0.38367844092570036
599,-122.06,37.7,33.0,1912.0,3.5187,209400.0,3,2.042887029288703,0.4027196652719665
600,-122.07,37.7,32.0,1487.0,3.0,223200.0,3,2.2864828513786146,0.4667114996637525
601,-122.08,37.7,25.0,1645.0,3.4934,209900.0,3,2.068085106382979,0.4316109422492401
602,-122.09,37.7,33.0,2239.0,2.9861,208200.0,3,1.970969182670835,0.4694059848146494
603,-122.07,37.69,29.0,1021.0,2.5362,203800.0,3,2.256611165523996,0.5406464250734574
604,-122.08,37.69,36.0,1105.0,3.3021,195700.0,3,2.1266968325791855,0.42262443438914027
605,-122.07,37.69,31.0,2999.0,3.0964,190500.0,3,1.9719906635545181,0.4318106035345115
606,-122.08,37.69,43.0,740.0,2.8512,181000.0,3,2.1283783783783785,0.3837837837837838
607,-122.08,37.69,42.0,629.0,3.3478,184900.0,3,2.248012718600954,0.38791732909379967
608,-122.08,37.68,37.0,314.0,2.3958,190800.0,3,2.700636942675159,0.6528662420382165
609,-122.08,37.68,15.0,1479.0,3.5295,242200.0,3,2.0628803245436105,0.45165652467883705
610,-122.09,37.69,20.0,1732.0,4.8036,188300.0,3,2.4803695150115472,0.4618937644341801
614,-122.15,37.74,49.0,611.0,2.2,187500.0,3,2.4451718494271684,0.4713584288052373
618,-122.15,37.73,45.0,1573.0,2.8355,245400.0,3,2.3890654799745707,0.46789574062301337
619,-122.17,37.73,46.0,925.0,3.25,177500.0,3,2.3383783783783785,0.4702702702702703
620,-122.16,37.73,49.0,768.0,2.8301,171600.0,3,2.2122395833333335,0.5013020833333334
623,-122.18,37.72,45.0,1003.0,3.8047,156700.0,3,1.493519441674975,0.3040877367896311
624,-122.18,37.71,45.0,519.0,3.375,157500.0,3,1.3988439306358382,0.26011560693641617
625,-122.17,37.71,38.0,481.0,3.244,179800.0,3,1.8503118503118503,0.41164241164241167
626,-122.18,37.7,36.0,1209.0,4.0268,205500.0,3,2.182795698924731,0.4292803970223325
627,-122.18,37.7,35.0,1398.0,3.3906,178900.0,3,1.832618025751073,0.37553648068669526
628,-122.19,37.71,36.0,158.0,5.5461,262500.0,3,2.2848101265822787,0.3670886075949367
629,-122.17,37.72,42.0,1817.0,3.371,165000.0,3,1.655476059438635,0.36543753439735827
630,-122.17,37.72,46.0,766.0,3.5313,159700.0,3,1.787206266318538,0.3772845953002611
631,-122.17,37.72,5.0,814.0,3.663,158300.0,3,2.078624078624079,0.40294840294840295
632,-122.16,37.72,38.0,618.0,2.875,144800.0,3,1.6294498381877023,0.38673139158576053
633,-122.17,37.72,43.0,2139.0,4.0202,166300.0,3,1.7685834502103788,0.3688639551192146
634,-122.16,37.71,37.0,632.0,4.5553,191000.0,3,2.384493670886076,0.40031645569620256
635,-122.16,37.71,36.0,366.0,3.4643,175000.0,3,1.819672131147541,0.366120218579235
636,-122.16,37.72,10.0,877.0,3.3431,137500.0,3,2.541619156214367,0.5530216647662486
637,-122.15,37.73,28.0,830.0,2.1898,141700.0,3,2.6686746987951806,0.6903614457831325
638,-122.15,37.72,31.0,739.0,2.9097,210900.0,3,2.1867388362652234,0.5128552097428958
639,-122.15,37.72,47.0,540.0,3.375,198300.0,3,2.2037037037037037,0.4925925925925926
640,-122.15,37.72,29.0,2024.0,2.8125,157400.0,3,2.0597826086956523,0.475296442687747
642,-122.14,37.73,38.0,711.0,3.0673,218400.0,3,2.423347398030942,0.4964838255977497
643,-122.14,37.73,43.0,931.0,3.8125,235100.0,3,2.4317937701396346,0.3952738990332975
644,-122.13,37.73,33.0,686.0,6.9096,341800.0,3,2.9096209912536444,0.3935860058309038
645,-122.13,37.72,26.0,1030.0,7.912,367300.0,3,2.7786407766990293,0.38543689320388347
646,-122.13,37.72,35.0,976.0,3.8393,243500.0,3,2.2366803278688523,0.4016393442622951
647,-122.12,37.71,35.0,552.0,4.0,167900.0,3,1.8786231884057971,0.3804347826086957
648,-122.13,37.72,25.0,340.0,6.5095,371200.0,3,3.335294117647059,0.5029411764705882
649,-122.14,37.72,39.0,288.0,3.5156,218900.0,3,2.7291666666666665,0.4583333333333333
650,-122.14,37.72,45.0,555.0,2.983,202700.0,3,2.517117117117117,0.44684684684684683
651,-122.13,37.72,45.0,1006.0,3.524,186200.0,3,2.301192842942346,0.441351888667992
652,-122.13,37.71,44.0,776.0,3.1103,188900.0,3,2.0786082474226806,0.44587628865979384
653,-122.13,37.71,44.0,609.0,3.5781,180000.0,3,2.3333333333333335,0.4433497536945813
654,-122.15,37.71,18.0,2441.0,3.1682,202700.0,3,2.3670626792298237,0.553871364195002
655,-122.14,37.71,27.0,1364.0,2.6101,181700.0,3,2.268328445747801,0.5784457478005866
656,-122.14,37.71,18.0,2197.0,3.6932,166800.0,3,1.7774237596722804,0.4751934456076468
657,-122.13,37.7,43.0,1333.0,3.4583,183700.0,3,2.2850712678169542,0.4081020255063766
658,-122.13,37.7,19.0,1810.0,3.9032,218000.0,3,1.9425414364640885,0.3883977900552486
659,-122.15,37.71,36.0,531.0,4.0208,191500.0,3,1.8794726930320151,0.3446327683615819
660,-122.15,37.7,36.0,672.0,3.5547,194700.0,3,2.1785714285714284,0.38839285714285715
661,-122.14,37.7,17.0,695.0,4.5859,187200.0,3,2.1050359712230216,0.4748201438848921
662,-122.13,37.7,21.0,2162.0,2.6321,223100.0,3,1.9074930619796484,0.4616096207215541
663,-122.13,37.69,17.0,1216.0,3.395,271300.0,3,1.957236842105263,0.5287828947368421
664,-122.14,37.7,36.0,606.0,3.9702,194100.0,3,2.089108910891089,0.3943894389438944
665,-122.16,37.7,36.0,1203.0,5.0043,190400.0,3,1.8611803823773898,0.31504571903574397
666,-122.14,37.69,38.0,874.0,4.4659,189100.0,3,1.797482837528604,0.34439359267734554
667,-122.15,37.69,38.0,637.0,3.6625,184600.0,3,1.956043956043956,0.34850863422291994
668,-122.15,37.69,36.0,703.0,3.8864,197300.0,3,2.135135135135135,0.39260312944523473
669,-122.15,37.7,36.0,733.0,3.4583,192600.0,3,2.0027285129604366,0.31241473396998637
670,-122.16,37.69,36.0,625.0,3.7813,192200.0,3,1.7888,0.3648
671,-122.16,37.7,36.0,568.0,2.9917,194600.0,3,1.931338028169014,0.3961267605633803
672,-122.16,37.7,36.0,836.0,4.4375,193500.0,3,2.0562200956937797,0.37200956937799046
673,-122.17,37.7,24.0,952.0,4.0,202600.0,3,1.843487394957983,0.3802521008403361
674,-122.16,37.68,16.0,568.0,2.3869,83300.0,3,2.9700704225352115,0.6197183098591549
675,-122.17,37.69,24.0,1125.0,4.7609,212600.0,3,2.010666666666667,0.3253333333333333
676,-122.18,37.68,5.0,840.0,5.4858,187800.0,3,2.4845238095238096,0.4773809523809524
677,-122.16,37.69,36.0,796.0,4.3971,205700.0,3,1.8592964824120604,0.3555276381909548
678,-122.15,37.69,36.0,863.0,4.0109,192900.0,3,1.7902665121668597,0.3093858632676709
679,-122.15,37.68,35.0,1349.0,4.3864,205200.0,3,1.9510748702742773,0.3602668643439585
680,-122.15,37.68,30.0,929.0,4.2841,213400.0,3,2.433799784714747,0.41227125941872983
681,-122.15,37.69,39.0,957.0,5.1312,183600.0,3,1.7450365726227794,0.3500522466039707
682,-122.14,37.69,37.0,1093.0,2.9958,178400.0,3,1.958828911253431,0.5077767612076852
683,-122.14,37.68,27.0,1489.0,3.6364,219200.0,3,2.2411014103425115,0.4076561450638012
684,-122.14,37.68,31.0,1561.0,2.7955,183100.0,3,2.039718129404228,0.4023062139654068
685,-122.1,37.69,44.0,1256.0,2.9507,157100.0,3,1.8638535031847134,0.3861464968152866
686,-122.12,37.69,30.0,695.0,3.4375,157800.0,3,1.7223021582733813,0.4014388489208633
687,-122.13,37.69,34.0,560.0,2.875,161700.0,3,2.0196428571428573,0.4232142857142857
688,-122.12,37.71,38.0,632.0,3.0345,152100.0,3,1.8417721518987342,0.4572784810126582
689,-122.12,37.7,41.0,1849.0,2.679,144900.0,3,1.8902109248242294,0.40562466197944835
690,-122.12,37.7,17.0,1287.0,2.9922,179900.0,3,1.933177933177933,0.41802641802641805
691,-122.12,37.69,35.0,1580.0,4.1042,179100.0,3,1.6968354430379746,0.3392405063291139
692,-122.12,37.7,19.0,1571.0,2.5833,159900.0,3,1.588160407383832,0.36855506047103753
693,-122.11,37.7,23.0,828.0,2.1552,161400.0,3,2.039855072463768,0.535024154589372
694,-122.11,37.7,29.0,835.0,2.3274,170400.0,3,1.5544910179640719,0.40479041916167663
695,-122.11,37.7,19.0,1765.0,2.4206,137500.0,3,1.5257790368271955,0.41019830028328613
696,-122.1,37.69,41.0,387.0,3.9063,178400.0,3,1.9276485788113695,0.4160206718346253
697,-122.11,37.69,37.0,1562.0,2.6464,155200.0,3,1.5646606914212549,0.39564660691421255
698,-122.11,37.69,42.0,768.0,3.4643,160900.0,3,1.9166666666666667,0.40234375
699,-122.12,37.69,10.0,1140.0,2.3973,167300.0,3,1.9535087719298245,0.41403508771929826
700,-122.03,37.69,20.0,83.0,6.5,340000.0,3,2.4096385542168677,0.37349397590361444
701,-121.97,37.64,32.0,485.0,6.0574,431000.0,1,2.645360824742268,0.3525773195876289
702,-122.02,37.63,6.0,1189.0,3.8958,301100.0,3,2.056349873843566,0.4819175777964676
703,-122.04,37.63,21.0,586.0,4.7813,241900.0,3,2.2303754266211606,0.4249146757679181
704,-122.05,37.63,5.0,2240.0,3.2829,162500.0,3,1.6897321428571428,0.3535714285714286
705,-122.04,37.66,10.0,867.0,5.3169,299200.0,3,2.342560553633218,0.405997693194925
706,-122.04,37.65,10.0,3827.0,6.2579,315500.0,3,2.168539325842697,0.3365560491246407
707,-122.05,37.68,23.0,3827.0,5.1701,216800.0,3,1.9644630258688267,0.3381238568068983
708,-122.07,37.68,36.0,1280.0,3.25,218100.0,3,1.41796875,0.33671875
709,-122.06,37.68,30.0,2667.0,3.1796,170300.0,3,2.012373453318335,0.3925759280089989
710,-122.08,37.68,26.0,253.0,2.4196,275000.0,3,4.612648221343873,0.541501976284585
711,-122.08,37.68,26.0,1401.0,2.6563,184100.0,3,1.860813704496788,0.43326195574589577
712,-122.08,37.67,29.0,233.0,0.9637,160000.0,3,2.11587982832618,0.6523605150214592
713,-122.09,37.67,48.0,673.0,2.3357,175000.0,3,1.8603268945022289,0.4576523031203566
714,-122.09,37.68,41.0,704.0,3.5114,197500.0,3,1.9630681818181819,0.4460227272727273
715,-122.09,37.69,43.0,273.0,3.3125,150000.0,3,1.8315018315018314,0.43956043956043955
716,-122.09,37.68,29.0,1120.0,2.4042,205600.0,3,2.0830357142857143,0.48214285714285715
717,-122.09,37.68,41.0,1105.0,2.8322,170300.0,3,1.6597285067873304,0.42262443438914027
718,-122.09,37.68,43.0,569.0,2.5156,190900.0,3,2.4868189806678385,0.5149384885764499
719,-122.1,37.68,37.0,691.0,3.4032,196900.0,3,1.9565846599131693,0.46888567293777134
720,-122.1,37.68,37.0,1109.0,2.535,174000.0,3,1.9080252479711453,0.40396753832281335
721,-122.11,37.68,37.0,1197.0,2.5772,170200.0,3,1.6507936507936507,0.38847117794486213
722,-122.1,37.68,38.0,1061.0,3.0962,180900.0,3,1.6767200754005656,0.3770028275212064
723,-122.1,37.67,34.0,2479.0,2.9564,150500.0,3,1.4759983864461477,0.3642597821702299
724,-122.1,37.68,31.0,1162.0,3.125,167100.0,3,1.6282271944922548,0.3347676419965577
725,-122.12,37.68,35.0,1146.0,2.95,148900.0,3,1.7085514834205933,0.39092495636998253
726,-122.12,37.68,40.0,724.0,4.38,196400.0,3,2.1450276243093924,0.3687845303867403
727,-122.12,37.68,37.0,975.0,4.0417,191100.0,3,2.473846153846154,0.38461538461538464
728,-122.11,37.67,36.0,952.0,3.8,187500.0,3,2.216386554621849,0.38865546218487396
729,-122.12,37.68,45.0,1159.0,3.4839,180600.0,3,1.8800690250215704,0.3442622950819672
730,-122.13,37.68,45.0,1129.0,4.0588,182800.0,3,2.176262178919398,0.37378210806023027
731,-122.13,37.68,44.0,1175.0,4.1974,179300.0,3,1.8272340425531914,0.34127659574468083
732,-122.13,37.68,43.0,924.0,3.6,179400.0,3,1.8138528138528138,0.354978354978355
733,-122.14,37.68,35.0,1424.0,4.267,210300.0,3,2.0898876404494384,0.37780898876404495
734,-122.14,37.67,34.0,1366.0,4.2386,192300.0,3,2.2225475841874083,0.36603221083455345
735,-122.15,37.67,35.0,1171.0,5.5797,198100.0,3,2.111016225448335,0.3330486763450043
736,-122.14,37.67,36.0,641.0,4.0682,196200.0,3,2.3198127925117005,0.3790951638065523
737,-122.13,37.67,38.0,880.0,3.1734,181600.0,3,2.286363636363636,0.37727272727272726
738,-122.14,37.67,37.0,1635.0,4.7933,186900.0,3,2.0440366972477064,0.3406727828746177
739,-122.14,37.67,37.0,1495.0,4.8125,188300.0,3,2.1110367892976587,0.3632107023411371
740,-122.13,37.67,40.0,914.0,3.8676,184000.0,3,1.912472647702407,0.34682713347921224
741,-122.12,37.67,33.0,1798.0,3.9395,184700.0,3,1.907119021134594,0.38598442714126807
742,-122.13,37.67,42.0,1625.0,3.2434,179900.0,3,2.2104615384615385,0.40923076923076923
743,-122.11,37.67,38.0,599.0,3.0917,167200.0,3,1.7278797996661102,0.3739565943238731
744,-122.11,37.67,32.0,2037.0,3.0645,165400.0,3,1.4864997545409917,0.34511536573392243
745,-122.09,37.67,33.0,1854.0,2.7019,154000.0,3,1.3112189859762675,0.32524271844660196
746,-122.09,37.67,39.0,1408.0,3.1115,153500.0,3,1.4694602272727273,0.33948863636363635
747,-122.09,37.66,40.0,766.0,3.4722,135400.0,3,1.7493472584856398,0.3537859007832898
748,-122.09,37.66,39.0,725.0,2.2222,158300.0,3,1.6,0.3779310344827586
749,-122.05,37.68,32.0,1019.0,6.1104,240700.0,3,1.9774288518155054,0.3336604514229637
750,-122.06,37.67,22.0,1830.0,4.2733,180700.0,3,2.121311475409836,0.4060109289617486
751,-122.07,37.67,27.0,1469.0,3.2465,230600.0,3,2.2049012933968686,0.41933287950987064
752,-122.07,37.67,28.0,1198.0,3.2417,210800.0,3,2.4474123539232053,0.5208681135225376
753,-122.07,37.67,38.0,1039.0,3.875,165300.0,3,2.02502406159769,0.37921077959576516
754,-122.04,37.67,29.0,690.0,6.0501,254200.0,3,2.455072463768116,0.3507246376811594
755,-122.04,37.67,18.0,1155.0,6.8233,332600.0,3,2.5974025974025974,0.3593073593073593
756,-122.04,37.66,23.0,1066.0,6.3501,350000.0,3,2.269230769230769,0.3602251407129456
757,-122.07,37.66,28.0,1255.0,2.6719,161200.0,3,1.8167330677290836,0.46772908366533866
758,-122.07,37.66,21.0,2461.0,3.875,179300.0,3,2.044290938642828,0.42340511986997154
759,-122.08,37.66,33.0,1063.0,2.5625,154300.0,3,1.4553151458137348,0.33490122295390407
760,-122.07,37.65,31.0,2181.0,3.016,161800.0,3,1.5130674002751032,0.33929390187987163
761,-122.08,37.65,17.0,3069.0,2.7694,161900.0,3,1.6350602802215706,0.4232649071358749
762,-122.08,37.65,35.0,1093.0,3.6818,165400.0,3,1.6587374199451053,0.3421774931381519
763,-122.08,37.66,37.0,1349.0,2.1382,166600.0,3,1.480355819125278,0.323943661971831
764,-122.1,37.66,37.0,599.0,3.7303,149700.0,3,1.5041736227045075,0.34390651085141904
765,-122.1,37.66,35.0,480.0,3.875,162100.0,3,1.4291666666666667,0.3104166666666667
766,-122.1,37.66,33.0,1293.0,3.0489,152600.0,3,1.511214230471771,0.34648105181747874
767,-122.09,37.65,27.0,1414.0,2.8203,195200.0,3,1.85997171145686,0.44837340876944837
768,-122.09,37.65,35.0,543.0,4.3897,190600.0,3,2.0810313075506444,0.3388581952117864
769,-122.09,37.65,35.0,572.0,4.7143,193800.0,3,2.06993006993007,0.33916083916083917
770,-122.1,37.66,34.0,342.0,4.6875,200600.0,3,1.9181286549707601,0.32748538011695905
771,-122.11,37.66,29.0,2332.0,3.2091,150000.0,3,1.0909090909090908,0.2585763293310463
772,-122.1,37.66,36.0,768.0,4.275,185300.0,3,1.69921875,0.3046875
773,-122.11,37.66,36.0,913.0,4.1302,172700.0,3,1.9222343921139102,0.32749178532311063
774,-122.11,37.66,35.0,1726.0,3.09,174100.0,3,1.6471610660486675,0.3725376593279258
775,-122.1,37.65,25.0,1185.0,4.5417,194400.0,3,2.141772151898734,0.42278481012658226
776,-122.1,37.64,28.0,735.0,4.6635,206700.0,3,2.4272108843537414,0.3782312925170068
777,-122.1,37.65,31.0,796.0,4.4427,204500.0,3,2.257537688442211,0.4007537688442211
778,-122.1,37.65,36.0,252.0,4.5303,175000.0,3,1.626984126984127,0.3253968253968254
779,-122.12,37.65,26.0,86.0,2.375,137500.0,3,1.8837209302325582,0.29069767441860467
780,-122.1,37.63,18.0,5613.0,3.8171,187200.0,3,1.774986638161411,0.3466951719223232
781,-122.1,37.61,35.0,1727.0,4.5281,173600.0,3,1.3671105964099595,0.2704111175448755
782,-122.13,37.66,19.0,407.0,4.3456,163000.0,3,2.117936117936118,0.44963144963144963
783,-122.11,37.65,18.0,2041.0,3.4861,331600.0,3,2.1239588437040666,0.3596276335129838
784,-122.11,37.64,31.0,854.0,5.2312,197600.0,3,1.7412177985948478,0.3524590163934426
785,-122.11,37.64,8.0,1907.0,3.6708,197900.0,3,1.8835867855270059,0.39119035133717883
786,-122.12,37.64,40.0,264.0,3.8875,228100.0,3,1.6363636363636365,0.2916666666666667
787,-122.09,37.63,34.0,735.0,3.9167,189500.0,3,1.982312925170068,0.33877551020408164
788,-122.09,37.64,32.0,836.0,3.9063,184200.0,3,1.88755980861244,0.3492822966507177
789,-122.1,37.63,29.0,1377.0,3.7895,180900.0,3,1.5773420479302833,0.2962962962962963
790,-122.08,37.64,36.0,789.0,3.8,172000.0,3,1.6983523447401774,0.31432192648922685
